,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
3224,PM3524412,0247_0873,Donovan House,2014,In Compliance,1155 14TH ST NW,LHO TOM JOAD CIRCLE DC LLC,2,WASHINGTON,DC,20005,1974,Hotel,Hotel,112867,145298.0,43,89.7,89.7,225.9,225.9,1431.4,9.9,5435.8,2683912.6,38692.92946,38.90508473,-77.03157777,
3248,PM4376628,1231_0143,georgetown washington dc inn llc,2014,In Compliance,1310 WISCONSIN AV NW,GEORGETOWN WASHINGTON DC INN LLC,2,WASHINGTON,DC,20007,1961,Hotel,Hotel,58722,58722.0,7,99.3,99.3,236.6,236.7,610.0,10.4,4713.4,1090199.9,21091.80637,38.90712569,-77.06372088,
3254,PM1331555,0248_0812,Hamilton Crowne Plaza Hotel,2014,In Compliance,1001 14TH ST NW,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,2,WASHINGTON,DC,20005,1921,Hotel,Hotel,146425,206603.0,40,100.3,99.7,238.8,237.5,2166.5,10.5,12423.9,3869141.0,75168.2589,38.90292616,-77.03158035,
3273,PM3685579,1299_0321,Holiday Inn Georgetown,2014,In Compliance,2101 WISCONSIN AV NW,MARY C H SMITH,3,WASHINGTON,DC,20007,1976,Hotel,Hotel,231439,190000.0,22,102.7,101.6,250.5,247.0,2083.7,11.0,10634.9,3800696.6,65458.9862,38.91771007,-77.06832966,
3278,PM3987335,4373_0008,Days Inn Gateway,2014,In Compliance,2700 NEW YORK AV NE,T&L HOSPITALITY INC,5,WASHINGTON,DC,20002,1966,Hotel,Hotel,95331,95331.0,99,112.8,111.5,253.3,249.1,1068.0,11.2,10947.2,1802491.2,46070.01335,38.91781681,-76.97012626,
3280,PM3510302,0182N_0011,Beacon Hotel & Corporate Quarters,2014,In Compliance,1615 RHODE ISLAND AV NW,1615 LLL LLC,2,WASHINGTON,DC,20036,1963,Hotel,Hotel,159762,130000.0,39,132.1,131.3,253.9,252.7,1490.7,11.5,7939.2,2100988.0,99981.77779,38.90703043,-77.03804775,
3284,PM3987783,0628_0174,Washington DC PPH,2014,In Compliance,0520 NORTH CAPITOL ST NW,PHOENIX PARK HOTEL OPERATING LLC,6,WASHINGTON,DC,20001,1927,Hotel,Hotel,55820,100000.0,42,115.5,114.5,256.6,254.9,1136.5,11.4,8263.2,1898325.2,50728.481439999996,38.89707823,-77.00948498,
3285,PM3641710,0322_0813,Hotel Harrington,2014,In Compliance,0430 11TH ST NW,HARRINGTON HOTEL COMPANY INC,2,WASHINGTON,DC,20004,1914,Hotel,Hotel,100484,144799.0,31,147.4,146.3,257.0,254.9,1705.4,11.8,9930.7,2075452.3,142600.1418,38.89591099,-77.0275767,
3290,PM3408948,0198_0039,Capital Hilton,2014,In Compliance,1001 16TH ST,CHH CAPITAL HOTEL PARTNERS LP,2,WASHINGTON,DC,20036,1944,Hotel,Hotel,1050362,625233.0,16,137.6,137.5,258.2,257.8,7315.2,11.7,36774.0,9970719.3,519838.0227,38.90316953,-77.03590589,
3294,PM3524433,0097_0816,Hotel Madera,2014,In Compliance,1308 - 1310 NEW HAMPSHIRE AV NW,LHO WASHINGTON HOTEL TWO LLC,2,WASHINGTON,DC,20036,1963,Hotel,Hotel,60291,66390.0,24,149.4,147.8,260.1,256.0,791.5,11.9,4557.9,960235.4,66449.61782,38.90765909,-77.04582835,
3303,PM3519359,0199_0065,St. Regis Washington DC,2014,In Compliance,0923 16TH ST,SRDC8 OWNER LLC,2,WASHINGTON,DC,20006,1927,Hotel,Hotel,163249,205000.0,25,121.7,121.4,265.4,264.5,2415.0,11.8,10506.3,3953781.0,114669.4514,38.90205105,-77.03605409,
3310,PM2798092,0299_0831,Mandarin Oriental Hotel,2014,In Compliance,1330 MARYLAND AV,PORTALS HOTEL SITE LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,294037,512051.0,22,120.1,119.8,268.9,268.2,6091.3,11.9,24076.7,10253348.6,265111.6708,38.88343807,-77.03057348,
3315,PM3507508,0225_0033,The Willard Hotel & Office Building (DDOE),2014,In Compliance,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES,2,WASHINGTON,DC,20004,1986,Hotel,Hotel,349863,628106.0,36,110.5,110.5,274.2,274.2,7524.6,12.0,41126.8,13930887.2,218718.1715,38.89686348,-77.03266196,
3318,PM1868103,0195_0149,Doubletree Washington,2014,In Compliance,1515 RHODE ISLAND AV NW,RLJ WASH TERR HOTEL LLC,2,WASHINGTON,DC,20005,1960,Hotel,Hotel,183223,148000.0,31,130.9,130.7,276.9,276.1,1826.5,12.3,14293.2,2893399.6,95059.1985,38.9079812,-77.03550813,
3319,PM1221898,1195_0030,"Four Seasons Washington, DC",2014,In Compliance,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,WASHINGTON,DC,20007,1979,Hotel,Hotel,459534,459534.0,23,128.6,128.7,278.3,278.4,5683.2,12.4,22739.6,9231783.4,276122.4087,38.90443381,-77.05751951,
3326,PM3830279,0630_0069,The Liaison Capitol Hill,2014,In Compliance,0415 - 0427 NEW JERSEY AV NW,I&G CAPITOL INC,6,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925.0,34,164.4,163.9,286.7,285.8,2377.2,13.1,16585.7,2895121.2,198602.19100000002,38.89547193,-77.01073752,
3335,PM3487836,0343_0023,Embassy Suite Convention Center Hotel,2014,In Compliance,1000 K ST,1000 K LLC,2,WASHINGTON,DC,20001,2005,Hotel,Hotel,227934,228886.0,19,132.4,132.3,295.6,294.9,2994.3,13.1,16056.9,5026707.5,131476.3677,38.90194503,-77.0263095,
3341,PM3736457,0493_0805,Holiday Inn Capitol,2014,In Compliance,0550 C ST SW,FEDERAL CENTER HOTEL ASSOCIATES,6,WASHINGTON,DC,20024,1980,Hotel,Hotel,439048,279396.0,19,126.7,125.7,307.2,304.2,3760.0,13.5,22835.1,6824212.0,121060.6114,38.88555703,-77.0193167,
3344,PM2539114,0225_0803,W Hotel,2014,In Compliance,1434 F ST NW,ISTITHMAR HOTELS WASHINGTON LLC,2,WASHINGTON,DC,20004,1919,Hotel,Hotel,216200,225000.0,23,141.1,141.2,314.4,314.5,3131.2,13.9,13637.5,5246193.3,138372.0003,38.89693966,-77.03321237,
3351,PM3402383,0219_0018,Sofitel Washington DC,2014,In Compliance,0806 15TH ST NW,H STREET SHUFFLE LC,2,WASHINGTON,DC,20005,1928,Hotel,Hotel,177323,172519.0,12,155.7,155.6,334.7,333.9,2567.8,14.9,10498.0,4142050.5,127251.0037,38.90050988,-77.03406924,
3352,PM3852985,0646_0802,Capitol Skyline Hotel,2014,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,WASHINGTON,DC,20024,1962,Hotel,Hotel,171867,105000.0,9,183.8,182.5,338.4,337.0,1615.0,15.4,13099.8,2140965.7,119946.7511,38.8788391,-77.00990781,
3363,PM4458409,0135_0004,The Dupont Circle Hotel,2014,In Compliance,1500 NEW HAMPSHIRE AV NW,DOYLE DUPONT LLC,2,WASHINGTON,DC,20036,1947,Hotel,Hotel,192274,157000.0,10,191.6,191.3,401.0,399.8,2809.8,17.9,9343.3,4397917.5,150813.3068,38.91071012,-77.04298504,
3367,PM4007737,0099_0052,SAINT JAMES II ASSOCIATES LLC,2014,In Compliance,2033 M ST NW,SAINT JAMES II ASSOCIATES LLC,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,132445,63720.0,2,277.7,275.1,511.0,504.5,1480.0,23.2,5674.2,1961063.1,110007.62199999999,38.90594869,-77.0462678,
3370,PM3991736,0182_0084,The Jefferson Hotel,2014,In Compliance,1200 16TH ST,DC CAP HOTELIER LLC,2,WASHINGTON,DC,20036,1922,Hotel,Hotel,76254,76254.0,1,267.4,267.1,573.1,572.0,1944.2,25.5,5339.1,3125374.4,97272.2924,38.90599442,-77.03697339,
3380,PM3499934,0245_0844,Washington Plaza Hotel,2014,In Compliance,10 THOMAS CIR,WASHINGTON PLAZA HOTEL LLC,2,WASHINGTON,DC,20005,1961,Hotel,Hotel,300357,300357.0,1,1293.4,1293.3,1444.6,1444.2,21638.6,72.0,17834.9,3643290.9,3760639.207,38.90624684,-77.0309413,
3396,PM4376167,0371_0824,Henley Park Hotel,2013,In Compliance,0926 MASSACHUSETTS AV,TUDOR LP,2,WASHINGTON,DC,20001,1918,Hotel,Hotel,59425,59425.0,100,39.9,39.9,50.4,50.4,145.4,2.4,3448.5,70983.7,21266.52034,38.90312382,-77.02575133,
3433,PM3499931,0081_0096,State Plaza Hotel,2013,In Compliance,2117 E ST NW,SHERRY TOWERS APARTMENT HOTEL LP,2,WASHINGTON,DC,20037,1955,Hotel,Hotel,94138,291819.0,89,61.0,61.2,107.2,107.4,1432.4,4.9,3075.9,1767072.1,117719.9315,38.89641064,-77.04750412,
3454,PM3408958,2530_0820,The Churchill Hotel,2013,In Compliance,1914 CONNECTICUT AV NW,H H CHURCHILL HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20009,1903,Hotel,Hotel,111018,116503.0,88,66.5,67.0,128.2,128.7,650.8,5.6,5545.0,953668.8172,44981.002,38.91636034,-77.04702239,
3459,PM4361120,4102_0248,Quality Inn and Suites,2013,In Compliance,1600 NEW YORK AV NE,"44 WASHINGTON ASSOCIATES, LLC",5,WASHINGTON,DC,20002,1966,Hotel,Hotel,99217,99217.0,45,56.9,57.0,130.5,130.6,571.2,5.8,4157.7,983891.3,22930.33208,38.91741627,-76.98043078,
3464,PM3635119,0195_0145,Holiday Inn Washington DC Central / White House,2013,In Compliance,1501 RHODE ISLAND AV NW,RHODE ISLAND ASSOCIATES LLC,2,WASHINGTON,DC,20005,1968,Hotel,Hotel,143175,123815.0,89,62.8,62.8,133.2,133.2,705.7,5.7,6241.3,1167314.717,37922.437000000005,38.90813399,-77.03504893,
3465,PM3466549,0050_0085,Embassy Suites Hotels,2013,In Compliance,1250 22ND ST NW,EMBASSY/SHAW D C VENTURE,2,WASHINGTON,DC,20037,1986,Hotel,Hotel,454961,306123.0,77,62.9,62.9,134.4,134.4,1830.6,6.0,21808.0,2933559.7,92390.2729,38.90686538,-77.04945151,
3471,PM3633172,0486_0832,Fairfield Inn & Suites,2013,In Compliance,0500 H ST NW,RLJ III F WASHINGTON DC LLC,2,WASHINGTON,DC,20001,1986,Hotel,Hotel,111056,120000.0,82,53.8,53.8,140.7,140.8,733.4,6.1,6578.8,1417618.9,16172.74751,38.89947487,-77.01923214,
3479,PM4380759,4393_0016,Fairfield Inn & Suites Washington DC New York Ave,2013,In Compliance,2305 NEW YORK AV,SUTON TWO LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,84180,84180.0,86,64.2,64.2,147.1,147.1,546.3,6.5,3924.3,940093.4,22008.24189,38.91644752,-76.97162637,
3481,PM4021278,0072_0006,Best Western Georgetown Hotel and Suites,2013,In Compliance,1121 NEW HAMPSHIRE AV NW,GEORGETOWN SUITES LLC,2,WASHINGTON,DC,20037,1989,Hotel,Hotel,55161,55161.0,43,61.1,61.2,147.9,147.9,341.5,6.2,3449222.3,647534.9154,11622.678,38.9042533,-77.04790429,
3488,PM3519199,0629_0041,Hyatt Regency Washington on Capitol Hill,2013,In Compliance,0400 NEW JERSEY AV NW,NSHE TEMPLE LLC,6,WASHINGTON,DC,20001,1975,Hotel,Hotel,605014,715075.0,77,73.7,73.9,152.2,152.4,4679.3,6.5,30731999.1,7499798.238,271086.005,38.89542515,-77.01166767,
3518,PM3408959,0027_0823,The Melrose Hotel,2013,In Compliance,2430 PENNSYLVANIA AV NW,HH MELROSE HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20037,1950,Hotel,Hotel,164017,190400.0,68,85.3,85.6,164.1,164.4,1361.7,7.2,11558.0,1989541.7280000001,94595.998,38.9029271,-77.05279439,
3520,PM3682467,0029_0003,George Washington University Inn,2013,In Compliance,0824 NEW HAMPSHIRE AV NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,1960,Hotel,Hotel,79671,82000.0,62,87.9,88.6,164.3,164.9,590.3,7.2,5311.9,827245.0049,43883.52,38.90026003,-77.05297469,
3574,PM3685596,0537_0809,Residence Inn Capitol,2013,In Compliance,333 E ST,SOUTHWEST CAPITOL ASSOCIATES LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,235962,190000.0,54,78.9,79.1,181.1,181.2,1517.3,8.0,8683.5,2615887.0,60711.63322999999,38.88367447,-77.01596309,
3594,PM3762120,0762_0841,144-Capitol Hill Hotel,2013,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,WASHINGTON,DC,20003,1959,Hotel,Hotel,88653,93010.0,28,82.2,82.2,188.2,188.2,739.5,8.0,6132.0,1329293.772,31115.001,38.88628187,-77.00285663,
3599,PM3568865,0016_0884,The River Inn,2013,In Compliance,0924 25TH ST NW,ALAMAC INC,2,WASHINGTON,DC,20037,1957,Other,Hotel,85052,76179.0,60,100.1,100.9,188.9,189.7,651.7,8.6,5296.8,894740.3,45764.316739999995,38.90141832,-77.05371974,
3632,PM4006008,0015_0048,Avenue suites,2013,In Compliance,2500 PENNSYLVANIA AV NW,FLORENZ R OURISMAN HOSPITALITY PARTNERS,2,WASHINGTON,DC,20037,1978,Hotel,Hotel,94951,108766.0,42,95.2,95.4,200.5,200.7,972.7,8.9,5980.2,1534241.5,51190.65926,38.90342355,-77.05373438,
3661,PM3426697,2138_0812,Omni Shoreham Hotel,2013,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,WASHINGTON,DC,20008,1931,Hotel,Hotel,791548,953000.0,41,95.0,95.2,211.6,211.9,8560.6,9.0,52793.8,14942998.86,394666.024,38.92233962,-77.05370758,
3671,PM1215025,0254_0838,33769-J.w. on Pennsylvania AVE,2013,In Compliance,1331 PENNSYLVANIA AV,JWDC LP,2,WASHINGTON,DC,20004,1984,Hotel,Hotel,602234,695364.0,60,87.5,87.6,217.8,217.9,6312.8,9.1,36890.0,12280197.69,189682.004,38.8965794,-77.03124764,
3676,PM3993869,0165_0029,Club Quarters Washington DC,2013,In Compliance,0839 17TH ST NW,RCQ HOTEL DC LLC,2,WASHINGTON,DC,20006,1926,Hotel,Hotel,59746,59746.0,59,93.3,93.2,219.9,219.1,577.4,9.7,3409.5,1021317.5,20890.97979,38.901072799999994,-77.03916964,
3689,PM3680559,0628_0893,Washington Court Hotel on Capitol Hill,2013,In Compliance,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,WASHINGTON,DC,20001,1984,Hotel,Hotel,275396,275396.0,41,98.5,98.7,225.7,226.0,2625.3,9.5,22126.9,4725111.119,109964.288,38.89680117,-77.01087294,
3691,PM3519739,0212_0851,Washington DC HWS,2013,In Compliance,1475 MASSACHUSETTS AV NW,RLJ III HS WASHINGTON DC LLC,2,WASHINGTON,DC,20005,2001,Hotel,Hotel,154688,131148.0,31,87.8,88.0,226.7,226.9,1232.2,9.4,8199.6,2474302.952,30736.462000000003,38.9066477,-77.0335128,
3706,PM3421706,2535_0041,Washington Hilton,2013,In Compliance,1919 CONNECTICUT AV,CJUF II DESTINATION HOTEL LLC,,WASHINGTON,DC,,1965,Hotel,Hotel,973414,973414.0,34,117.3,118.0,232.4,233.1,9801.9,10.1,57332.2,14907785.2,632819.721,38.91636269,-77.04485493,
3717,PM1331555,0248_0812,Hamilton Crowne Plaza Hotel,2013,In Compliance,1001 14TH ST NW,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,2,WASHINGTON,DC,20005,1921,Hotel,Hotel,146425,202000.0,42,98.1,98.3,236.6,236.8,2001.4,9.9,14678.3,3785652.0889999997,68901.325,38.90292616,-77.03158035,
3723,PM4376628,1231_0143,georgetown washington dc inn llc,2013,In Compliance,1310 WISCONSIN AV NW,GEORGETOWN WASHINGTON DC INN LLC,2,WASHINGTON,DC,20007,1961,Hotel,Hotel,58722,58722.0,6,109.1,108.2,242.1,239.1,629.6,10.7,6493.8,1049699.9,28276.99802,38.90712569,-77.06372088,
3737,PM3987783,0628_0174,Washington DC PPH,2013,In Compliance,0520 NORTH CAPITOL ST NW,PHOENIX PARK HOTEL OPERATING LLC,6,WASHINGTON,DC,20001,1927,Hotel,Hotel,55820,100000.0,44,116.7,116.5,252.6,252.3,1077.0,10.8,8595.3,1823514.4030000002,54476.143,38.89707823,-77.00948498,
3739,PM3685579,1299_0321,Holiday Inn Georgetown,2013,In Compliance,2101 WISCONSIN AV NW,MARY C H SMITH,3,WASHINGTON,DC,20007,1976,Hotel,Hotel,231439,190000.0,21,103.8,103.7,253.0,252.5,2104.6,11.1,10800.6,3835265.2,66435.5211,38.91771007,-77.06832966,
3744,PM3682457,0052_0805,One Washington Circle,2013,In Compliance,0001 WASHINGTON CIR NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,1964,Hotel,Hotel,128480,102730.0,26,89.9,90.0,256.5,256.8,1076.3,10.5,1870650.5,2335954.61,12620.995,38.903456,-77.04964338,
3753,PM3641710,0322_0813,Hotel Harrington,2013,In Compliance,0430 11TH ST NW,HARRINGTON HOTEL COMPANY INC,2,WASHINGTON,DC,20004,1914,Hotel,Hotel,100476,144799.0,27,149.7,150.7,265.2,266.2,1700.7,11.7,9375.7,2192262.365,141984.232,38.89591099,-77.0275767,
3754,PM3507508,0225_0033,The Willard Hotel & Office Building (DDOE),2013,In Compliance,1401 - 1415 PENNSYLVANIA AV NW,WILLARD ASSOCIATES,2,WASHINGTON,DC,20004,1986,Hotel,Hotel,349863,628106.0,38,108.2,108.2,266.2,266.2,6979.6,11.1,39802.6,13437792.15,221081.36800000002,38.89686348,-77.03266196,
3758,PM1868103,0195_0149,Doubletree Washington,2013,In Compliance,1515 RHODE ISLAND AV NW,RLJ WASH TERR HOTEL LLC,2,WASHINGTON,DC,20005,1960,Hotel,Hotel,183223,148000.0,33,128.1,128.4,269.7,270.0,1710.5,11.6,15576.3,2804835.65,93954.696,38.9079812,-77.03550813,
3770,PM2798092,0299_0831,Mandarin Oriental Hotel,2013,In Compliance,1330 MARYLAND AV,PORTALS HOTEL SITE LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,294037,512051.0,19,124.3,124.5,277.9,278.2,6296.5,12.3,23674.4,10585908.0,275142.747,38.88343807,-77.03057348,
3773,PM1221898,1195_0030,"Four Seasons Washington, DC",2013,In Compliance,2800 PENNSYLVANIA AV NW,SHC WASHINGTON LLC,2,WASHINGTON,DC,20007,1979,Hotel,Hotel,459534,459534.0,21,130.4,130.7,282.5,282.8,5534.9,12.0,27952.7,9379561.638,279255.04600000003,38.90443381,-77.05751951,
3776,PM3830279,0630_0069,The Liaison Capitol Hill,2013,In Compliance,0415 - 0427 NEW JERSEY AV NW,I&G CAPITOL INC,6,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,180925.0,32,161.6,162.1,290.8,291.3,2399.7,13.3,9537.3,3071915.6,187636.6277,38.89547193,-77.01073752,
3777,PM3519359,0199_0065,St. Regis Washington DC,2013,In Compliance,0923 16TH ST,SRDC8 OWNER LLC,2,WASHINGTON,DC,20006,1927,Hotel,Hotel,163249,205000.0,16,132.7,133.0,293.8,294.1,2558.6,12.5,11154.9,4440501.424,120568.15,38.90205105,-77.03605409,
3783,PM2539114,0225_0803,W Hotel,2013,Incomplete Report,1434 F ST NW,ISTITHMAR HOTELS WASHINGTON LLC,2,WASHINGTON,DC,20004,1919,Hotel,Hotel,216199,225000.0,27,139.1,139.5,299.2,299.6,2993.7,13.3,12716.1,4832283.8,148089.7704,38.89693966,-77.03321238,
3789,PM3736457,0493_0805,Holiday Inn Capitol,2013,In Compliance,0550 C ST SW,FEDERAL CENTER HOTEL ASSOCIATES,6,WASHINGTON,DC,20024,1980,Hotel,Hotel,439048,279396.0,3,127.5,127.5,310.6,310.6,3800.3,13.6,20995.4,6924162.4,120066.18199999999,38.88555703,-77.0193167,
3793,PM3514785,0024_0870,"Fairmont Washington, D.C., Georgetown",2013,In Compliance,2401 M ST NW,LHCW HOTEL HOLDING (2002) LLC,2,WASHINGTON,DC,20037,1985,Hotel,Hotel,458206,386390.0,17,131.3,131.3,315.9,315.9,5113.9,13.2,25626.8,9646539.097000001,178209.073,38.90577859,-77.05198837,
3798,PM3624975,0186_0042,The Hay Adams,2013,In Compliance,0800 16TH ST,HAY ADAMS HOLDINGS LLC,2,WASHINGTON,DC,20006,1928,Hotel,Hotel,106827,115030.0,6,144.2,144.6,330.6,331.1,1677.3,14.6,8055.9,2891145.8,67171.43005,38.9004672,-77.03699703,
3799,PM3852985,0646_0802,Capitol Skyline Hotel,2013,In Compliance,0010 I ST SW,SOUTH CAPITOL HOLDINGS LLC,6,WASHINGTON,DC,20024,1962,Hotel,Hotel,171867,105000.0,10,166.6,166.1,330.6,330.1,1560.8,14.9,13238.5,2292735.7,96700.55332,38.8788391,-77.00990781,
3803,PM3402383,0219_0018,Sofitel Washington DC,2013,In Compliance,0806 15TH ST NW,H STREET SHUFFLE LC,2,WASHINGTON,DC,20005,1928,Hotel,Hotel,177323,172519.0,9,164.6,165.0,353.1,353.4,2601.6,15.1,10502.0,4359739.505,135242.99599999998,38.90050988,-77.03406924,
3809,PM4458409,0135_0004,The Dupont Circle Hotel,2013,In Compliance,1500 NEW HAMPSHIRE AV NW,DOYLE DUPONT LLC,2,WASHINGTON,DC,20036,1947,Hotel,Hotel,192274,157000.0,9,192.7,193.5,405.0,405.7,2836.3,18.1,8685.8,4460722.3,150394.8052,38.91071012,-77.04298504,
3811,PM4007737,0099_0052,SAINT JAMES II ASSOCIATES LLC,2013,In Compliance,2033 M ST NW,SAINT JAMES II ASSOCIATES LLC,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,132445,63720.0,4,206.3,206.8,438.0,438.5,1194.1,18.7,5253.7,1978478.218,63921.130999999994,38.90594869,-77.0462678,
